Complex_id;Complex_name;subunits__UniProt_IDs
52;palmitoyltransferase complex;YLR246W,YOL110W
53;RES complex;YGL174W,YLR016C,YIR005W
54;ribonuclease MRP complex;YNL221C,YNL282W,YBR257W,YAL033W,YGR030C,YBR167C,YBL018C,YLR145W,YHR062C,YDR478W
55;Mei5p/Sae3p complex;YPL121C,YHR079C-A
56;mitochondrial ATPase inhibitor complex;YDL181W,YDL130W-A,YGR008C
57;tRNA-intron endonuclease complex;YMR059W,YLR105C,YAR008W,YPL083C
58;guanyl-nucleotide exchange factor complex;YDR137W,YLR039C
59;box C/D snoRNP complex;YOR310C,YDL014W,YEL026W,YLR197W
60;commitment complex;YPL178W,YLR116W,YKL074C,YMR125W,YER029C,YGR074W,YLR275W,YLR147C,YOR159C,YFL017W-A,YPR182W,YDL087C,YBR119W,YHR086W,YML046W,YKL012W,YDR235W,YIL061C,YDR240C,YGR013W,YLR298C
61;Noc4p/Nop14p complex;YPR144C,YDL148C
62;Dig1p/Ste12p/Dig2p complex;YPL049C,YDR480W,YHR084W
63;Slx1p/Slx4p complex;YBR228W,YLR135W
64;U6 snRNP complex;YBL026W,YLR438C-A,YER112W,YER146W,YDR378C,YNL147W,YJR022W,YMR268C
65;histone H2A phosphatase complex;YDR075W,YNL201C,YBL046W
66;Mdm12p/Mmm1p/Mdm10p complex;YAL010C,YOL009C,YLL006W
67;Tubulins;YML085C,YFL037W
68;Bub2p/Bfa1p complex;YMR055C,YJR053W
69;alpha DNA polymerase:primase complex;YNL102W,YBL035C,YIR008C,YKL045W
70;mRNA cleavage and polyadenylation specificity factor complex;YDR301W,YLR115W,YJR093C,YER133W,YKL059C,YKR002W,YNL317W,YAL043C,YGR156W,YDR195W,YNL222W,YKL018W,YOR179C,YLR277C,YPR107C
71;Ume6p/Ime1p complex;YJR094C,YDR207C
72;chromatin silencing complex;YDL042C,YLR442C,YDR227W
73;mitochondrial intermembrane space protein transporter complex;YHR005C-A,YEL020W-A
74;mitotic checkpoint complex;YOR026W,YGL116W,YJL030W,YJL013C
75;Pxa1p/Pxa2p complex;YPL147W,YKL188C
76;Snf1p/Snf4p/Sip1p complex;YDR422C,YDR477W,YGL115W
77;DNA ligase IV;YOR005C,YGL090W
78;Protein O-mannosyltransferase(Pmt3p/Pmt5p);YOR321W,YDL093W
79;SNARE complex;YGR009C,YPL232W,YAL030W
80;alpha,alpha-trehalose-phosphate synthase complex (UDP-forming);YBR126C,YDR074W,YMR261C,YML100W
81;Ino80p complex;YFL039C,YJL081C,YNL059C,YOR141C,YFL013C,YLR052W,YOR189W,YGL150C,YDL002C,YDR190C,YPL235W,YPL129W
82;Psr1p/Whi2p complex;YLL010C,YOR043W
83;Kornberg's mediator (SRB) complex;YPL042C,YNL025C,YCR081W,YDR443C,YNR010W,YOL051W,YPR070W,YMR112C,YDL005C,YOR174W,YHR058C,YOL135C,YBR193C,YGL151W,YPR168W,YGL025C,YLR071C,YBL093C,YNL236W,YHR041C,YER022W,YGR104C,YBR253W,YDR308C,YGL127C
84;VTC heterotetrameric complex;YER072W,YFL004W,YPL019C,YJL012C
85;oligosaccharyl transferase complex;YJL002C,YOR103C,YOR085W,YDL232W,YGL226C-A,YML019W,YGL022W,YMR149W,YEL002C
86;Sgv1p/Bur2p complex;YLR226W,YPR161C
87;TORC 1 complex;YHR186C,YNL006W,YPL180W,YJR066W
88;SWI/SNF complex;YPR034W,YMR033W,YGR275W,YDR073W,YNR023W,YOR290C,YBR289W,YHL025W,YPL016W,YJL176C,YPL129W,YFL049W
89;SCF-CDC4 complex;YDR054C,YFL009W,YDL132W,YOR057W,YDR328C
90;karyopherin docking subcomplex of the Nuclear Pore Complex (NPC);YDL088C,YBL079W,YMR153W
91;DNA polymerase delta complex;YDL102W,YJR006W,YJR043C
92;eIF4F;YOL139C,YKR059W,YGR162W
93;Slx5p/Slx8p complex;YDL013W,YER116C
94;DNA polymerase epsilon complex;YPR175W,YBR278W,YDR121W,YNL262W
95;eIF3;YMR012W,YLR192C,YMR309C,YOR361C,YBR079C,YMR146C,YDR429C
96;nascent polypeptide-associated complex;YDR252W,YPL037C,YHR193C
97;PAN complex;YGL094C,YKL025C
98;AP-1 adaptor complex;YKL135C,YPR029C,YPL259C,YHL019C,YLR170C
99;Ku complex;YMR284W,YMR106C
100;Sac3p/Thp1p complex;YDR159W,YOL072W
101;GAL4p/GAL80p complex;YPL248C,YML051W
102;Synaptonemal complex (SC);YIL072W,YLR263W,YDR285W,YGL249W
103;NatC complex;YEL053C,YPR051W,YCR020C-A
104;Rsp5p/Bul1 ubiquitin ligase complex;YMR275C,YER125W
105;Decapping Enzyme Complex;YOL149W,YNL118C
106;NatA complex;YHR013C,YDL040C,YOR253W
107;DNA replication factor C complex (Elg1p);YOR144C,YJR068W,YNL290W,YOL094C,YBR087W
108;chromatin assembly complex;YML102W,YBR195C,YPR018W
109;COPII;YGL200C,YAR002C-A,YAL007C,YML012W,YAL042W,YPL218W,YLR208W,YPL085W,YPR181C,YIL109C,YDL195W
110;Sro1p/Sec4p/Sec9p complex;YFL005W,YGR009C,YPR032W
111;MBF complex;YDL056W,YLR182W
112;nuclear ubiquitin ligase complex;YDL132W,YJR090C,YOL133W,YDR328C
113;mitochondrial inner membrane protein insertion complex;YBR091C,YOR297C,YDL217C,YJL054W
114;Gcn1p/Gcn20p complex;YGL195W,YFR009W
115;retromer complex;YJL053W,YOR132W,YHR012W,YJL154C,YOR069W
116;Golgi transport complex;YGL223C,YGR120C,YER157W,YPR105C,YNL051W,YNL041C,YGL005C,YML071C
117;Esp1p/Pds1p complex;YGR098C,YDR113C
118;Kel1p/Kel2p/Lte1p complex;YGR238C,YHR158C,YAL024C
119;Nucleosomal protein complex;YBR009C,YNL030W,YBR010W,YNL031C,YDR225W,YBL003C,YDR224C,YBL002W
120;GET complex;YGL020C,YER083C,YDL100C
121;Cdc28p/Cln2p complex;YBR160W,YPL256C
122;DNA-directed RNA polymerase I complex;YJR063W,YPR010C,YDR156W,YOR341W,YJL148W,YOR340C,YNL248C,YOR210W,YBR154C,YOR224C,YHR143W-A,YNL113W,YPR110C,YPR187W
123;OAF complex;YAL051W,YOR363C
124;F0/F1 ATP synthase (complex V);YBL099W,YLR295C,YPL271W,YDL004W,YDR377W,YML081C-A,YOL077W-A,YJR121W,YPR020W,YBR039W,YPL078C,YDR298C,Q0085,YKL016C,Q0080,YDL181W,Q0130,YDR322C-A
125;mitochondrial ribosomal large subunit;YCR046C,YCR071C,YGL068W,YDR405W,YKL167C,YNL005C,YDR116C,YNL284C,YDL202W,YKR006C,YLR312W-A,YBL038W,YNL252C,YNL185C,YKR085C,YNL177C,YOR150W,YMR193W,YGR076C,YBR282W,YDR462W,YMR024W,YKL138C,YCR003W,YMR286W,YDR322W,YBR122C,YBR268W,YKL170W,YML009C,YLR439W,YPL173W,YMR225C,YJL096W,YNR022C,YPR100W,YHR147C,YDR237W,YJL063C,YGR220C,YEL050C,YDR115W,YML025C,YPL183W-A
126;ER V-ATPase assembly complex;YHR060W,YKL119C
127;Reg2p/Glc7p complex;YBR050C,YER133W
128;U5 snRNP complex;YER029C,YGR074W,YLR275W,YLR147C,YOR159C,YFL017W-A,YPR182W,YKL173W,YBL074C,YER172C,YHR165C,YDR243C,YHR156C,YPR082C
129;Rad6p/Rad18p complex;YCR066W,YGL058W
130;ubiquitin conjugating enzyme complex;YGL087C,YDR092W
131;Rvs161p/Rvs167p complex;YCR009C,YDR388W
132;Signal recognition particle (SRP);YML105C,YDL092W,YKL122C,YPR088C,YPL243W,YPL210C
133;ARGR complex;YMR042W,YML099C,YDR173C,YMR043W
134;Hop2p/Mnd1p complex;YGL033W,YGL183C
135;Eisosome;YPL004C,YGR086C
136;chaperonin-containing T-complex;YIL142W,YJL014W,YDL143W,YJR064W,YDR188W,YJL111W,YJL008C,YDR212W
137;THO complex;YDR138W,YML062C,YNL139C,YHR167W
138;cohesin loading factor complex;YDR180W,YER147C
139;Pho85p/Pcl8p complex;YPL219W,YPL031C
140;cytoplasmic dynein complex;YKR054C,YDR424C,YMR299C,YDR488C
141;UDP-N-acetylglucosamine transferase complex;YGL047W,YBR070C
142;Ski Complex;YLR398C,YPR189W,YGL213C
143;transcription factor TFIIF complex;YPL129W,YGR186W,YGR005C
144;RAVE complex;YJR033C,YDR202C,YDR328C
145;Sec62p/Sec63p complex;YPL094C,YOR254C,YBR171W,YLR292C
146;Elongator complex;YGR200C,YPL086C,YPL101W,YMR312W,YHR187W,YLR384C
147;NuA3 histone acetyltransferase complex;YJR082C,YBL052C,YPL129W,YOR064C,YPR031W
148;phosphatidylinositol (PtdIns) 3-kinase complex (functions in autophagy);YBR128C,YBR097W,YPL120W,YLR240W
149;eIF2;YER025W,YJR007W,YPL237W
150;Tim8p/Tim13p complex;YGR181W,YJR135W-A
151;DNA replication factor C complex (Rcf1p);YOR217W,YJR068W,YNL290W,YOL094C,YBR087W
152;mitochondrial oxoglutarate dehydrogenase complex;YIL125W,YDR148C,YFL018C
153;COMA complex;YBR211C,YPL018W,YDR318W,YGR179C
154;NatB complex;YOL076W,YPR131C
155;SPB components;YBR109C,YNL225C,YOR373W,YDR356W,YPL124W,YKL042W,YAL047C
156;ubiquitin ligase ERAD-L complex;YML029W,YBR201W,YDR057W,YOL013C,YLR207W
157;ESCRT I complex;YGR206W,YLR119W,YCL008C,YPL065W
158;HAT-B complex;YPL001W,YEL056W,YLL022C
159;adenylyl cyclase complex;YJL005W,YNL138W
160;RING finger peroxin complex;YDR265W,YMR026C,YJL210W
161;acetolactate synthase complex;YMR108W,YCL009C
162;prohibitin complex;YGR132C,YGR231C
163;Hse1p/Vps27p complex;YHL002W,YNR006W
164;protein phosphatase type 2A complex (Cdc55p);YGL190C,YDL134C,YAL016W
165;Q-biosynthetic Coq polypeptide complex;YOL096C,YDR204W
166;Cdc28p/Clb1p complex;YBR160W,YGR108W
167;U4/U6 x U5 tri-snRNP complex;YER172C,YPR082C,YBL026W,YLR438C-A,YER112W,YER146W,YDR378C,YNL147W,YJR022W,YGR006W,YDR473C,YGR091W,YGR075C,YPR178W,YBR055C,YHR165C,YER029C,YGR074W,YLR275W,YLR147C,YOR159C,YFL017W-A,YPR182W,YKL173W,YEL026W,YDL098C,YOR308C,YBR152W
168;i-AAA complex;YCL044C,YPR024W
169;MSH2p/MSH3p complex;YOL090W,YCR092C
170;RENT complex;YFR028C,YJL076W,YDL042C
171;Car1p/Arg3p complex;YJL088W,YPL111W
172;Nsp1p/Nup82p complex;YJL041W,YJL061W
173;Arg2p/Arg5,6p complex;YJL071W,YER069W
174;DSIF complex;YGR063C,YML010W
175;1,3-beta-glucan synthase complex (Fks1p/Rho1p);YLR342W,YPR165W
176;DNA-directed RNA polymerase III complex;YOR207C,YOR210W,YBR154C,YOR224C,YHR143W-A,YDR045C,YJL011C,YNL113W,YKL144C,YNL151C,YNR003C,YKR025W,YPR110C,YDL150W,YPR190C,YPR187W,YOR116C
177;FACT complex;YML069W,YGL207W
178;Mtk1p/Pbp1p complex;YNL085W,YGR178C
179;6-phosphofructokinase complex;YGR240C,YMR205C
180;DNA replication factor C complex (Ctf18p/Ctf8p/dcc1p);YMR078C,YHR191C,YCL016C,YJR068W,YNL290W,YOL094C,YBR087W
181;smc5p-Smc6p complex;YER038C,YEL019C,YLR007W,YDR288W,YDL105W,YML023C,YOL034W,YLR383W
182;Chz1p/Htz1p/Htb1p complex;YER030W,YDR224C,YOL012C
183;transcription factor TFIIIB complex;YNL039W,YGR246C,YER148W
184;Npa2p-containing subcomplex;YNR038W,YOL144W,YLR221C,YKL014C,YJR041C
185;Cytochrome bc1 complex (Ubiquinol-cytochrome c reductase complex, complex III);Q0105,YBL045C,YOR065W,YHR001W-A,YPR191W,YFR033C,YDR529C,YJL166W,YGR183C,YEL024W
186;Sap155p/Sit4p complex;YFR040W,YDL047W
187;Gcd10p/Gcd14p complex;YNL062C,YJL125C
188;Sfb3p/Sec23p complex;YHR098C,YPR181C
189;sulfite reductase complex (NADPH);YFR030W,YJR137C
190;STE5-MAPK complex;YBL016W,YLR362W,YDR103W,YDL159W
191;Permease-Oxidase Complex;YMR058W,YER145C
192;m-AAA complex;YER017C,YMR089C
193;carboxy-terminal domain protein kinase complex;YKL139W,YJL006C,YML112W
194;Cdc28p/Clb6p complex;YBR160W,YGR109C
195;alpha-1,6-mannosyltransferase complex(Van1p/Mnn9p);YPL050C,YML115C
196;Cdc7p/Dbf4p complex;YDL017W,YDR052C
197;ribonucleoside-diphosphate reductase complex;YER070W,YJL026W,YGR180C
198;EGO complex;YGR163W,YKR007W,YBR077C
199;gamma-tubulin complex;YHR172W,YNL126W,YLR212C
200;actin cytoskeleton-regulatory complex, Pan1p/Sla1p/End3p complex;YNL084C,YIR006C,YBL007C
201;Rot2p/Gtb1p complex;YDR221W,YBR229C
202;Sno1p/Snz1p complex;YMR095C,YMR096W
203;Bni4p/Glc7p complex;YNL233W,YER133W
204;Gyl1p/Gyp5p complex;YMR192W,YPL249C
205;CCR4-NOT core complex;YGR134W,YNL288W,YAL021C,YDL165W,YCR093W,YER068W,YIL038C,YPR072W,YNR052C
206;Vam3p/Vam7 vacuolar tSNARE complex;YOR106W,YGL212W
207;GPI-anchor transamidase complex;YLR088W,YLR459W,YHR188C,YDR434W,YDR331W
208;Isocitrate dehydrogenase;YNL037C,YOR136W
209;fatty acid synthase complex;YKL182W,YPL231W
210;CAAX-protein geranylgeranyltransferase complex;YGL155W,YKL019W
211;MRX complex;YMR224C,YNL250W,YDR369C
212;Csm1p/Lrs4p complex;YCR086W,YDR439W
213;Rtt109p/Vps75p complex;YLL002W,YNL246W
214;Bi3 ribonucleoprotein complex;Q0115,YIR021W
215;Dpb11p/Sld2p complex;YJL090C,YKL108W
216;Rpd3L complex;YKL185W,YPL181W,YAL013W,YNL097C,YNL330C,YBR095C,YDL076C,YMR263W,YIL084C,YOL004W,YPL139C,YDR207C
217;U2 snRNP complex;YPL213W,YIR009W,YML049C,YMR288W,YIR005W,YOR319W,YDL030W,YDL043C,YJL203W,YMR240C,YNL286W,YER029C,YGR074W,YLR275W,YLR147C,YOR159C,YFL017W-A,YPR182W
218;Cytochrome c oxidase (complex IV);Q0045,YLR038C,YGL191W,Q0250,Q0275,YGL187C,YNL052W,YHR051W,YMR256C,YLR395C,YDL067C
219;AP-2 adaptor complex;YJR005W,YBL037W,YOL062C,YJR058C
220;Cdc73p/Paf1p complex;YLR418C,YOL145C,YDR138W,YOR123C,YBR279W,YGL244W,YAL021C
221;TORC 2 complex;YOL078W,YMR068W,YJL058C,YNL006W,YIL105C,YNL047C,YKL203C,YER093C
222;glycine cleavage complex;YDR019C,YMR189W,YAL044C,YFL018C
223;GCR complex;YPL075W,YNL199C
224;MIND complex;YIR010W,YAL034W-A,YJR112W,YPL233W
225;DNA replication factor A complex;YAR007C,YNL312W,YJL173C
226;PAM complex;YOR232W,YJL104W,YKR065C,YLR008C,YJR045C,YIL022W
227;DASH complex;YKL052C,YDR016C,YKR083C,YBR233W-A,YDR320C-A,YGR113W,YGL061C,YKL138C-A,YDR201W,YKR037C
228;FBP degradation complex;YDR255C,YCL039W,YMR135C,YBR105C,YIL017C,YGL227W,YIL097W,YDL176W
229;other DNA repair complexes;YDR076W,YDR004W
230;Reg1p/Glc7p complex;YDR028C,YER133W
231;carbamoyl-phosphate synthase complex;YOR303W,YJR109C
232;Rsp5p/Bul2 ubiquitin ligase complex;YML111W,YER125W
233;Bi4p/Nam2p complex;Q0120,YLR382C
234;degradosome;YMR287C,YPL029W
235;EKC/KEOPS protein complex;YGR262C,YML036W,YJL184W,YKR038C,YKR095W-A
236;cytoplasmic ribosomal large subunit;YLR075W,YPR102C,YGR085C,YEL054C,YDR418W,YDL082W,YMR142C,YKL006W,YHL001W,YLR029C,YMR121C,YIL133C,YNL069C,YKL180W,YJL177W,YOL120C,YNL301C,YBR084C-A,YBL027W,YPL220W,YGL135W,YMR242C,YOR312C,YBR191W,YPL079W,YLR061W,YFL034C-A,YBL087C,YER117W,YGL031C,YGR148C,YOL127W,YLR344W,YGR034W,YHR010W,YDR471W,YGL103W,YFR032C-A,YFR031C-A,YIL018W,YOR063W,YGL030W,YDL075W,YLR406C,YBL092W,YPL143W,YOR234C,YER056C-A,YIL052C,YDL191W,YDL136W,YMR194W,YPL249C-A,YLR185W,YDR500C,YLR325C,YJL189W,YIL148W,YKR094C,YDL184C,YDL133C-A,YNL162W,YHR141C,YPR043W,YJR094W-A,YBR031W,YDR012W,YPL131W,YML073C,YLR448W,YGL076C,YPL198W,YHL033C,YLL045C,YGL147C,YNL067W,YLR340W,YDL081C,YDL130W,YOL039W,YDR382W
237;Nup82 nuclear pore subcomplex;YDL207W,YIL115C,YJL061W
238;Snf1p/Snf4p/Gal83p complex;YER027C,YDR477W,YGL115W
239;Tup1p/Ssn6p complex;YBR112C,YCR084C
240;Cul3p-RING ubiquitin ligase complex;YGR003W,YNL230C,YPL046C,YBR114W,YJR052W
241;transcription factor TFIIH complex;YPR025C,YDL108W,YDR460W,YER171W,YLR005W,YIL143C,YDR311W,YPL122C,YPR056W,YDR079C-A
242;Grh1p/Bug1p complex;YDR517W,YDL099W
243;Noc2p/Noc3p complex;YOR206W,YLR002C
244;Apg12p/Apg5p/Apg16 multimeric complex;YBR217W,YMR159C,YPL149W
245;serine C-palmitoyltransferase complex;YMR296C,YDR062W
246;transcription factor TFIID complex;YER148W,YGR274C,YDR167W,YML015C,YDR145W,YML098W,YPL129W,YCR042C,YPL011C,YMR005W,YBR198C,YGL112C,YMR227C,YML114C,YMR236W
247;Ndc80p complex;YOL069W,YMR117C,YER018C,YIL144W
248;Hym1p/Kic1p/Sog2p complex;YKL189W,YHR102W,YOR353C
249;Noc1p/Noc2p complex;YDR060W,YOR206W
250;tRNA Methyltransferase Complex;YDL201W,YDR165W
251;UTP A complex;YEL055C,YPL126W,YDR324C,YGR128C,YHR196W,YJL109C,YMR093W
252;Polzeta-Rev1p complex;YOR346W,YPL167C,YIL139C
253;nuclear cohesin complex;YIL026C,YDL003W,YPR007C,YFL008W,YJL074C
254;Cdc24p/Far1p/Gbetagamma protein complex;YAL041W,YJL157C,YJR086W,YOR212W
255;Mob2p/Cbk1p complex;YFL034C-B,YNL161W
256;Csh1p/Csg2p complex;YBR036C,YBR161W
257;Mlh1p/Pms1p complex;YMR167W,YNL082W
258;Shq1p/Naf1p complex;YNL124W,YIL104C
259;heterodimeric G-protein complex;YJR086W,YOR212W
260;methionyl glutamyl tRNA synthetase complex;YGL105W,YGL245W,YGR264C
261;signal peptidase complex;YIR022W,YJR010C-A,YML055W,YLR066W
262;eIF1/eIF1A/40S complex;YNL244C,YMR260C
263;Cdc28p/Cln1p complex;YBR160W,YMR199W
264;Nuclear exosome complex;YNL232W,YOL021C,YHR081W,YGR158C,YHR069C,YOL142W,YDL111C,YCR035C,YDR280W,YGR095C,YOR001W,YGR195W
265;Mad1p/Mad2p complex;YGL086W,YJL030W
266;Nonsense-mediated mRNA decay pathway complex;YMR080C,YHR077C,YGR072W
267;SF3b complex;YNL138W-A,YMR240C,YMR288W,YOR319W,YPR094W,YML049C
268;Cbp1p/Pet309p complex;YJL209W,YLR067C
269;NuA4 histone acetyltransferase complex;YFL039C,YJL081C,YPR023C,YEL018W,YJR082C,YNL136W,YFL024C,YOR244W,YGR002C,YHR099W,YDR359C,YNL107W,YHR090C
270;protein kinase CK2 complex;YIL035C,YOR061W,YGL019W,YOR039W
271;SAS Complex;YMR127C,YDR181C,YOR213C
272;Sli15p/Bir1p complex;YJR089W,YBR156C
273;COPI;YDL145C,YER122C,YFR051C,YPL010W,YNL287W,YDR238C,YGL137W,YIL076W
274;Set3p complex;YGL194C,YIL112W,YDR155C,YOL068C,YKR029C,YBR103W,YCR033W
275;nucleotide-excision repair factor 1 complex;YPL022W,YML095C,YMR201C
276;Tof1p/Mrc1p/Csm3p complex;YMR048W,YCL061C,YNL273W
277;Swr1p complex;YFL039C,YJL081C,YLR085C,YDR190C,YPL235W,YAL011W,YGR002C,YBR231C,YLR385C,YDR334W,YML041C,YDR485C,YNL107W
278;anaphase-promoting complex;YNL172W,YDL008W,YLR127C,YDR118W,YOR249C,YLR102C,YKL022C,YGL116W,YHR166C,YFR036W,YBL084C,YGL003C,YGL240W,YIR025W,YDR260C
279;Succinate dehydrogenase complex (complex II);YKL148C,YLL041C,YKL141W,YDR178W
280;Pho85p/Pho80p complex;YOL001W,YPL031C
281;heterotrimeric G-protein complex;YHR005C,YJR086W,YOR212W
282;Tap42p/Sit4p/Rrd1p complex;YIL153W,YDL047W,YMR028W
283;Clathrin;YGL206C,YGR167W
284;meiotic recombination initiation complex;YLR329W,YHR157W,YHL022C
285;Bud14p/Glc7p complex;YAR014C,YER133W
286;Pho85p/Pcl10p complex;YGL134W,YPL031C
287;transcription factor TFIIE complex;YKL028W,YKR062W
288;alpha-1,6-mannosyltransferase complex(Anp1p/Mnn9p);YEL036C,YJR075W,YDR245W,YJL183W,YPL050C
289;protein farnesyltransferase complex;YDL090C,YKL019W
290;Nsp1p complex;YJL041W,YFR002W,YGL172W,YGR119C
291;Rpd3S complex;YPR023C,YMR075W,YNL330C,YOL004W,YPL139C
292;zeta DNA polymerase complex;YPL167C,YIL139C
293;Mcm2-7 complex;YLR274W,YBR202W,YPR019W,YBL023C,YEL032W,YGL201C
294;GSE Complex;YML121W,YGR163W,YKL143W,YKR007W,YBR077C
295;Cdc28p/Clb3p complex;YBR160W,YDL155W
296;Cytoplasmic exosome complex;YNL232W,YOL021C,YGR158C,YHR069C,YOL142W,YDL111C,YCR035C,YDR280W,YGR095C,YGR195W
297;RSC complex;YPR034W,YMR033W,YCR020W-B,YBL006C,YMR091C,YGR056W,YLR357W,YDR303C,YHR056C,YKR008W,YLR033W,YCR052W,YFR037C,YML127W,YGR275W,YLR321C,YIL126W
298;UTP C complex;YCL031C,YGR090W,YIL035C,YOR061W,YGL019W,YOR039W
299;GSH degradosomal complex;YFR044C,YBR281C,YNL191W
300;RNA Degradation Complex;YGL246C,YOR048C,YDR289C
301;Cdc48p complex;YDL126C,YGR048W,YBR170C
302;Cdc28p/Cln3p complex;YBR160W,YAL040C
303;Uba2p/Aos1p complex;YPR180W,YDR390C
304;mRNA guanylyl transferase (capping complex);YGL130W,YPL228W
305;protein phosphatase type 2A complex (Rts1p);YDL134C,YOR014W,YAL016W
306;nucleotide-excision repair factor 2 complex;YEL037C,YER162C
307;Cox14p/Cox1p/Mss51p complex;Q0045,YML129C,YLR203C
308;CORVET complex;YLR148W,YMR231W,YDR495C,YPL045W,YLR396C,YAL002W
309;Atg20p/Snx4p/Snx41p complex;YDL113C,YJL036W,YDR425W
310;multi-eIF complex;YER025W,YMR309C,YOR361C,YNL244C,YJR007W,YPL237W,YMR146C,YPR041W
311;prefoldin complex;YNL153C,YEL003W,YML094W,YGR078C,YJL179W,YLR200W
312;Ula1p/Uba3p complex;YPR066W,YPL003W
313;Def1p/Rad26p complex;YKL054C,YJR035W
314;SAGA complex;YDR448W,YER164W,YGR252W,YPL254W,YDR176W,YPL047W,YCL010C,YGL066W,YOL148C,YDR392W,YBR081C,YLR055C,YBR111W-A,YDR167W,YDR145W,YBR198C,YGL112C,YMR236W,YHR099W,YMR223W
315;Holliday junction resolvase complex;YBR098W,YDR386W
316;Prp19-associated complex;YLL036C,YMR213W,YJR050W,YLR117C,YDR416W,YGR129W,YBR188C,YPR101W
317;transcription export complex;YDL084W,YNL253W,YDR381W
